Id,ActivityHour,StepTotal
1503960366,2016-03-13 21:00:00.000000 UTC,147
1503960366,2016-03-13 22:00:00.000000 UTC,214
1503960366,2016-03-13 23:00:00.000000 UTC,1286
1503960366,2016-03-14 00:00:00.000000 UTC,54
1503960366,2016-03-14 01:00:00.000000 UTC,53
1503960366,2016-03-14 02:00:00.000000 UTC,0
1503960366,2016-03-14 03:00:00.000000 UTC,0
1503960366,2016-03-14 04:00:00.000000 UTC,0
1503960366,2016-03-14 05:00:00.000000 UTC,0
1503960366,2016-03-14 06:00:00.000000 UTC,0
1503960366,2016-03-14 07:00:00.000000 UTC,53
1503960366,2016-03-14 08:00:00.000000 UTC,212
1503960366,2016-03-14 09:00:00.000000 UTC,2832
1503960366,2016-03-14 10:00:00.000000 UTC,43
1503960366,2016-03-14 11:00:00.000000 UTC,220
1503960366,2016-03-14 12:00:00.000000 UTC,181
1503960366,2016-03-14 13:00:00.000000 UTC,12
1503960366,2016-03-14 14:00:00.000000 UTC,44
1503960366,2016-03-14 15:00:00.000000 UTC,205
1503960366,2016-03-14 16:00:00.000000 UTC,152
1503960366,2016-03-14 17:00:00.000000 UTC,226
1503960366,2016-03-14 18:00:00.000000 UTC,516
1503960366,2016-03-14 19:00:00.000000 UTC,559
1503960366,2016-03-14 20:00:00.000000 UTC,1104
1503960366,2016-03-14 21:00:00.000000 UTC,252
1503960366,2016-03-14 22:00:00.000000 UTC,0
1503960366,2016-03-14 23:00:00.000000 UTC,3305
1503960366,2016-03-15 00:00:00.000000 UTC,33
1503960366,2016-03-15 01:00:00.000000 UTC,20
1503960366,2016-03-15 02:00:00.000000 UTC,60
1503960366,2016-03-15 03:00:00.000000 UTC,0
1503960366,2016-03-15 04:00:00.000000 UTC,7
1503960366,2016-03-15 05:00:00.000000 UTC,0
1503960366,2016-03-15 06:00:00.000000 UTC,4
1503960366,2016-03-15 07:00:00.000000 UTC,11
1503960366,2016-03-15 08:00:00.000000 UTC,470
1503960366,2016-03-15 09:00:00.000000 UTC,1967
1503960366,2016-03-15 10:00:00.000000 UTC,729
1503960366,2016-03-15 11:00:00.000000 UTC,659
1503960366,2016-03-15 12:00:00.000000 UTC,1787
1503960366,2016-03-15 13:00:00.000000 UTC,333
1503960366,2016-03-15 14:00:00.000000 UTC,980
1503960366,2016-03-15 15:00:00.000000 UTC,371
1503960366,2016-03-15 16:00:00.000000 UTC,605
1503960366,2016-03-15 17:00:00.000000 UTC,623
1503960366,2016-03-15 18:00:00.000000 UTC,467
1503960366,2016-03-15 19:00:00.000000 UTC,282
1503960366,2016-03-15 20:00:00.000000 UTC,3319
1503960366,2016-03-15 21:00:00.000000 UTC,1558
1503960366,2016-03-15 22:00:00.000000 UTC,786
1503960366,2016-03-15 23:00:00.000000 UTC,313
1503960366,2016-03-16 00:00:00.000000 UTC,0
1503960366,2016-03-16 01:00:00.000000 UTC,0
1503960366,2016-03-16 02:00:00.000000 UTC,4
1503960366,2016-03-16 03:00:00.000000 UTC,0
1503960366,2016-03-16 04:00:00.000000 UTC,0
1503960366,2016-03-16 05:00:00.000000 UTC,0
1503960366,2016-03-16 06:00:00.000000 UTC,0
1503960366,2016-03-16 07:00:00.000000 UTC,70
1503960366,2016-03-16 08:00:00.000000 UTC,490
1503960366,2016-03-16 09:00:00.000000 UTC,1513
1503960366,2016-03-16 10:00:00.000000 UTC,224
1503960366,2016-03-16 11:00:00.000000 UTC,874
1503960366,2016-03-16 12:00:00.000000 UTC,1451
1503960366,2016-03-16 13:00:00.000000 UTC,329
1503960366,2016-03-16 14:00:00.000000 UTC,61
1503960366,2016-03-16 15:00:00.000000 UTC,456
1503960366,2016-03-16 16:00:00.000000 UTC,775
1503960366,2016-03-16 17:00:00.000000 UTC,1446
1503960366,2016-03-16 18:00:00.000000 UTC,2407
1503960366,2016-03-16 19:00:00.000000 UTC,103
1503960366,2016-03-16 20:00:00.000000 UTC,447
1503960366,2016-03-16 21:00:00.000000 UTC,2120
1503960366,2016-03-16 22:00:00.000000 UTC,273
1503960366,2016-03-16 23:00:00.000000 UTC,455
1503960366,2016-03-17 00:00:00.000000 UTC,263
1503960366,2016-03-17 01:00:00.000000 UTC,23
1503960366,2016-03-17 02:00:00.000000 UTC,7
1503960366,2016-03-17 03:00:00.000000 UTC,0
1503960366,2016-03-17 04:00:00.000000 UTC,0
1503960366,2016-03-17 05:00:00.000000 UTC,0
1503960366,2016-03-17 06:00:00.000000 UTC,0
1503960366,2016-03-17 07:00:00.000000 UTC,6
1503960366,2016-03-17 08:00:00.000000 UTC,210
1503960366,2016-03-17 09:00:00.000000 UTC,1530
1503960366,2016-03-17 10:00:00.000000 UTC,124
1503960366,2016-03-17 11:00:00.000000 UTC,1803
1503960366,2016-03-17 12:00:00.000000 UTC,113
1503960366,2016-03-17 13:00:00.000000 UTC,1124
1503960366,2016-03-17 14:00:00.000000 UTC,1160
1503960366,2016-03-17 15:00:00.000000 UTC,409
1503960366,2016-03-17 16:00:00.000000 UTC,631
1503960366,2016-03-17 17:00:00.000000 UTC,203
1503960366,2016-03-17 18:00:00.000000 UTC,396
1503960366,2016-03-17 19:00:00.000000 UTC,2165
1503960366,2016-03-17 20:00:00.000000 UTC,147
1503960366,2016-03-17 21:00:00.000000 UTC,2016
1503960366,2016-03-17 22:00:00.000000 UTC,521
1503960366,2016-03-17 23:00:00.000000 UTC,1176
1503960366,2016-03-18 00:00:00.000000 UTC,389
1503960366,2016-03-18 01:00:00.000000 UTC,112
1503960366,2016-03-18 02:00:00.000000 UTC,0
1503960366,2016-03-18 03:00:00.000000 UTC,0
1503960366,2016-03-18 04:00:00.000000 UTC,0
1503960366,2016-03-18 05:00:00.000000 UTC,4
1503960366,2016-03-18 06:00:00.000000 UTC,19
1503960366,2016-03-18 07:00:00.000000 UTC,0
1503960366,2016-03-18 08:00:00.000000 UTC,172
1503960366,2016-03-18 09:00:00.000000 UTC,1952
1503960366,2016-03-18 10:00:00.000000 UTC,279
1503960366,2016-03-18 11:00:00.000000 UTC,207
1503960366,2016-03-18 12:00:00.000000 UTC,145
1503960366,2016-03-18 13:00:00.000000 UTC,242
1503960366,2016-03-18 14:00:00.000000 UTC,3160
1503960366,2016-03-18 15:00:00.000000 UTC,852
1503960366,2016-03-18 16:00:00.000000 UTC,270
1503960366,2016-03-18 17:00:00.000000 UTC,24
1503960366,2016-03-18 18:00:00.000000 UTC,444
1503960366,2016-03-18 19:00:00.000000 UTC,4093
1503960366,2016-03-18 20:00:00.000000 UTC,1445
1503960366,2016-03-18 21:00:00.000000 UTC,332
1503960366,2016-03-18 22:00:00.000000 UTC,13
1503960366,2016-03-18 23:00:00.000000 UTC,390
1503960366,2016-03-19 00:00:00.000000 UTC,138
1503960366,2016-03-19 01:00:00.000000 UTC,0
1503960366,2016-03-19 02:00:00.000000 UTC,0
1503960366,2016-03-19 03:00:00.000000 UTC,10
1503960366,2016-03-19 04:00:00.000000 UTC,0
1503960366,2016-03-19 05:00:00.000000 UTC,0
1503960366,2016-03-19 06:00:00.000000 UTC,0
1503960366,2016-03-19 07:00:00.000000 UTC,53
1503960366,2016-03-19 08:00:00.000000 UTC,538
1503960366,2016-03-19 09:00:00.000000 UTC,3454
1503960366,2016-03-19 10:00:00.000000 UTC,2106
1503960366,2016-03-19 11:00:00.000000 UTC,1307
1503960366,2016-03-19 12:00:00.000000 UTC,909
1503960366,2016-03-19 13:00:00.000000 UTC,303
1503960366,2016-03-19 14:00:00.000000 UTC,150
1503960366,2016-03-19 15:00:00.000000 UTC,123
1503960366,2016-03-19 16:00:00.000000 UTC,127
1503960366,2016-03-19 17:00:00.000000 UTC,198
1503960366,2016-03-19 18:00:00.000000 UTC,50
1503960366,2016-03-19 19:00:00.000000 UTC,533
1503960366,2016-03-19 20:00:00.000000 UTC,433
1503960366,2016-03-19 21:00:00.000000 UTC,75
1503960366,2016-03-19 22:00:00.000000 UTC,850
1503960366,2016-03-19 23:00:00.000000 UTC,4067
1503960366,2016-03-20 00:00:00.000000 UTC,115
1503960366,2016-03-20 01:00:00.000000 UTC,0
1503960366,2016-03-20 02:00:00.000000 UTC,0
1503960366,2016-03-20 03:00:00.000000 UTC,0
1503960366,2016-03-20 04:00:00.000000 UTC,0
1503960366,2016-03-20 05:00:00.000000 UTC,0
1503960366,2016-03-20 06:00:00.000000 UTC,0
1503960366,2016-03-20 07:00:00.000000 UTC,0
1503960366,2016-03-20 08:00:00.000000 UTC,0
1503960366,2016-03-20 09:00:00.000000 UTC,1109
1503960366,2016-03-20 10:00:00.000000 UTC,5000
1503960366,2016-03-20 11:00:00.000000 UTC,1117
1503960366,2016-03-20 12:00:00.000000 UTC,312
1503960366,2016-03-20 13:00:00.000000 UTC,343
1503960366,2016-03-20 14:00:00.000000 UTC,578
1503960366,2016-03-20 15:00:00.000000 UTC,876
1503960366,2016-03-20 16:00:00.000000 UTC,1373
1503960366,2016-03-20 17:00:00.000000 UTC,1841
1503960366,2016-03-20 18:00:00.000000 UTC,638
1503960366,2016-03-20 19:00:00.000000 UTC,718
1503960366,2016-03-20 20:00:00.000000 UTC,421
1503960366,2016-03-20 21:00:00.000000 UTC,78
1503960366,2016-03-20 22:00:00.000000 UTC,57
1503960366,2016-03-20 23:00:00.000000 UTC,552
1503960366,2016-03-21 00:00:00.000000 UTC,97
1503960366,2016-03-21 01:00:00.000000 UTC,0
1503960366,2016-03-21 02:00:00.000000 UTC,0
1503960366,2016-03-21 03:00:00.000000 UTC,11
1503960366,2016-03-21 04:00:00.000000 UTC,0
1503960366,2016-03-21 05:00:00.000000 UTC,0
1503960366,2016-03-21 06:00:00.000000 UTC,0
1503960366,2016-03-21 07:00:00.000000 UTC,55
1503960366,2016-03-21 08:00:00.000000 UTC,1114
1503960366,2016-03-21 09:00:00.000000 UTC,1113
1503960366,2016-03-21 10:00:00.000000 UTC,308
1503960366,2016-03-21 11:00:00.000000 UTC,467
1503960366,2016-03-21 12:00:00.000000 UTC,1884
1503960366,2016-03-21 13:00:00.000000 UTC,184
1503960366,2016-03-21 14:00:00.000000 UTC,298
1503960366,2016-03-21 15:00:00.000000 UTC,497
1503960366,2016-03-21 16:00:00.000000 UTC,355
1503960366,2016-03-21 17:00:00.000000 UTC,588
1503960366,2016-03-21 18:00:00.000000 UTC,1564
1503960366,2016-03-21 19:00:00.000000 UTC,396
1503960366,2016-03-21 20:00:00.000000 UTC,99
1503960366,2016-03-21 21:00:00.000000 UTC,172
1503960366,2016-03-21 22:00:00.000000 UTC,371
1503960366,2016-03-21 23:00:00.000000 UTC,447
1503960366,2016-03-22 00:00:00.000000 UTC,0
1503960366,2016-03-22 01:00:00.000000 UTC,0
1503960366,2016-03-22 02:00:00.000000 UTC,0
1503960366,2016-03-22 03:00:00.000000 UTC,0
1503960366,2016-03-22 04:00:00.000000 UTC,0
1503960366,2016-03-22 05:00:00.000000 UTC,0
1503960366,2016-03-22 06:00:00.000000 UTC,0
1503960366,2016-03-22 07:00:00.000000 UTC,0
1503960366,2016-03-22 08:00:00.000000 UTC,34
1503960366,2016-03-22 09:00:00.000000 UTC,1732
1503960366,2016-03-22 10:00:00.000000 UTC,497
1503960366,2016-03-22 11:00:00.000000 UTC,296
1503960366,2016-03-22 12:00:00.000000 UTC,322
1503960366,2016-03-22 13:00:00.000000 UTC,657
1503960366,2016-03-22 14:00:00.000000 UTC,1657
1503960366,2016-03-22 15:00:00.000000 UTC,455
1503960366,2016-03-22 16:00:00.000000 UTC,278
1503960366,2016-03-22 17:00:00.000000 UTC,953
1503960366,2016-03-22 18:00:00.000000 UTC,1123
1503960366,2016-03-22 19:00:00.000000 UTC,1479
1503960366,2016-03-22 20:00:00.000000 UTC,366
1503960366,2016-03-22 21:00:00.000000 UTC,349
1503960366,2016-03-22 22:00:00.000000 UTC,4587
1503960366,2016-03-22 23:00:00.000000 UTC,351
1503960366,2016-03-23 00:00:00.000000 UTC,14
1503960366,2016-03-23 01:00:00.000000 UTC,50
1503960366,2016-03-23 02:00:00.000000 UTC,29
1503960366,2016-03-23 03:00:00.000000 UTC,0
1503960366,2016-03-23 04:00:00.000000 UTC,0
1503960366,2016-03-23 05:00:00.000000 UTC,0
1503960366,2016-03-23 06:00:00.000000 UTC,0
1503960366,2016-03-23 07:00:00.000000 UTC,82
1503960366,2016-03-23 08:00:00.000000 UTC,534
1503960366,2016-03-23 09:00:00.000000 UTC,1623
1503960366,2016-03-23 10:00:00.000000 UTC,504
1503960366,2016-03-23 11:00:00.000000 UTC,414
1503960366,2016-03-23 12:00:00.000000 UTC,411
1503960366,2016-03-23 13:00:00.000000 UTC,1226
1503960366,2016-03-23 14:00:00.000000 UTC,2674
1503960366,2016-03-23 15:00:00.000000 UTC,236
1503960366,2016-03-23 16:00:00.000000 UTC,383
1503960366,2016-03-23 17:00:00.000000 UTC,411
1503960366,2016-03-23 18:00:00.000000 UTC,325
1503960366,2016-03-23 19:00:00.000000 UTC,2937
1503960366,2016-03-23 20:00:00.000000 UTC,1086
1503960366,2016-03-23 21:00:00.000000 UTC,61
1503960366,2016-03-23 22:00:00.000000 UTC,119
1503960366,2016-03-23 23:00:00.000000 UTC,413
1503960366,2016-03-24 00:00:00.000000 UTC,311
1503960366,2016-03-24 01:00:00.000000 UTC,0
1503960366,2016-03-24 02:00:00.000000 UTC,7
1503960366,2016-03-24 03:00:00.000000 UTC,8
1503960366,2016-03-24 04:00:00.000000 UTC,0
1503960366,2016-03-24 05:00:00.000000 UTC,8
1503960366,2016-03-24 06:00:00.000000 UTC,0
1503960366,2016-03-24 07:00:00.000000 UTC,29
1503960366,2016-03-24 08:00:00.000000 UTC,553
1503960366,2016-03-24 09:00:00.000000 UTC,2041
1503960366,2016-03-24 10:00:00.000000 UTC,90
1503960366,2016-03-24 11:00:00.000000 UTC,63
1503960366,2016-03-24 12:00:00.000000 UTC,1180
1503960366,2016-03-24 13:00:00.000000 UTC,770
1503960366,2016-03-24 14:00:00.000000 UTC,1320
1503960366,2016-03-24 15:00:00.000000 UTC,504
1503960366,2016-03-24 16:00:00.000000 UTC,210
1503960366,2016-03-24 17:00:00.000000 UTC,526
1503960366,2016-03-24 18:00:00.000000 UTC,66
1503960366,2016-03-24 19:00:00.000000 UTC,75
1503960366,2016-03-24 20:00:00.000000 UTC,3858
1503960366,2016-03-24 21:00:00.000000 UTC,1090
1503960366,2016-03-24 22:00:00.000000 UTC,185
1503960366,2016-03-24 23:00:00.000000 UTC,294
1503960366,2016-03-25 00:00:00.000000 UTC,42
1503960366,2016-03-25 01:00:00.000000 UTC,126
1503960366,2016-03-25 02:00:00.000000 UTC,5
1503960366,2016-03-25 03:00:00.000000 UTC,7
1503960366,2016-03-25 04:00:00.000000 UTC,0
1503960366,2016-03-25 05:00:00.000000 UTC,0
1503960366,2016-03-25 06:00:00.000000 UTC,0
1503960366,2016-03-25 07:00:00.000000 UTC,40
1503960366,2016-03-25 08:00:00.000000 UTC,565
1503960366,2016-03-25 09:00:00.000000 UTC,1545
1503960366,2016-03-25 10:00:00.000000 UTC,309
1503960366,2016-03-25 11:00:00.000000 UTC,1226
1503960366,2016-03-25 12:00:00.000000 UTC,78
1503960366,2016-03-25 13:00:00.000000 UTC,187
1503960366,2016-03-25 14:00:00.000000 UTC,419
1503960366,2016-03-25 15:00:00.000000 UTC,0
1503960366,2016-03-25 16:00:00.000000 UTC,427
1503960366,2016-03-25 17:00:00.000000 UTC,435
1503960366,2016-03-25 18:00:00.000000 UTC,238
1503960366,2016-03-25 19:00:00.000000 UTC,135
1503960366,2016-03-25 20:00:00.000000 UTC,2590
1503960366,2016-03-25 21:00:00.000000 UTC,2390
1503960366,2016-03-25 22:00:00.000000 UTC,151
1503960366,2016-03-25 23:00:00.000000 UTC,89
1503960366,2016-03-26 00:00:00.000000 UTC,16
1503960366,2016-03-26 01:00:00.000000 UTC,179
1503960366,2016-03-26 02:00:00.000000 UTC,0
1503960366,2016-03-26 03:00:00.000000 UTC,19
1503960366,2016-03-26 04:00:00.000000 UTC,0
1503960366,2016-03-26 05:00:00.000000 UTC,0
1503960366,2016-03-26 06:00:00.000000 UTC,0
1503960366,2016-03-26 07:00:00.000000 UTC,0
1503960366,2016-03-26 08:00:00.000000 UTC,0
1503960366,2016-03-26 09:00:00.000000 UTC,69
1503960366,2016-03-26 10:00:00.000000 UTC,394
1503960366,2016-03-26 11:00:00.000000 UTC,145
1503960366,2016-03-26 12:00:00.000000 UTC,152
1503960366,2016-03-26 13:00:00.000000 UTC,393
1503960366,2016-03-26 14:00:00.000000 UTC,759
1503960366,2016-03-26 15:00:00.000000 UTC,828
1503960366,2016-03-26 16:00:00.000000 UTC,5564
1503960366,2016-03-26 17:00:00.000000 UTC,3053
1503960366,2016-03-26 18:00:00.000000 UTC,3785
1503960366,2016-03-26 19:00:00.000000 UTC,323
1503960366,2016-03-26 20:00:00.000000 UTC,207
1503960366,2016-03-26 21:00:00.000000 UTC,252
1503960366,2016-03-26 22:00:00.000000 UTC,785
1503960366,2016-03-26 23:00:00.000000 UTC,686
1503960366,2016-03-27 00:00:00.000000 UTC,57
1503960366,2016-03-27 01:00:00.000000 UTC,121
1503960366,2016-03-27 02:00:00.000000 UTC,0
1503960366,2016-03-27 03:00:00.000000 UTC,0
1503960366,2016-03-27 04:00:00.000000 UTC,0
1503960366,2016-03-27 05:00:00.000000 UTC,0
1503960366,2016-03-27 06:00:00.000000 UTC,9
1503960366,2016-03-27 07:00:00.000000 UTC,8
1503960366,2016-03-27 08:00:00.000000 UTC,0
1503960366,2016-03-27 09:00:00.000000 UTC,393
1503960366,2016-03-27 10:00:00.000000 UTC,5033
1503960366,2016-03-27 11:00:00.000000 UTC,321
1503960366,2016-03-27 12:00:00.000000 UTC,100
1503960366,2016-03-27 13:00:00.000000 UTC,684
1503960366,2016-03-27 14:00:00.000000 UTC,652
1503960366,2016-03-27 15:00:00.000000 UTC,255
1503960366,2016-03-27 16:00:00.000000 UTC,99
1503960366,2016-03-27 17:00:00.000000 UTC,214
1503960366,2016-03-27 18:00:00.000000 UTC,540
1503960366,2016-03-27 19:00:00.000000 UTC,2887
1503960366,2016-03-27 20:00:00.000000 UTC,372
1503960366,2016-03-27 21:00:00.000000 UTC,461
1503960366,2016-03-27 22:00:00.000000 UTC,367
1503960366,2016-03-27 23:00:00.000000 UTC,163
1503960366,2016-03-28 00:00:00.000000 UTC,152
1503960366,2016-03-28 01:00:00.000000 UTC,16
1503960366,2016-03-28 02:00:00.000000 UTC,0
1503960366,2016-03-28 03:00:00.000000 UTC,0
1503960366,2016-03-28 04:00:00.000000 UTC,0
1503960366,2016-03-28 05:00:00.000000 UTC,0
1503960366,2016-03-28 06:00:00.000000 UTC,0
1503960366,2016-03-28 07:00:00.000000 UTC,0
1503960366,2016-03-28 08:00:00.000000 UTC,91
1503960366,2016-03-28 09:00:00.000000 UTC,1801
1503960366,2016-03-28 10:00:00.000000 UTC,209
1503960366,2016-03-28 11:00:00.000000 UTC,242
1503960366,2016-03-28 12:00:00.000000 UTC,198
1503960366,2016-03-28 13:00:00.000000 UTC,3422
1503960366,2016-03-28 14:00:00.000000 UTC,1116
1503960366,2016-03-28 15:00:00.000000 UTC,281
1503960366,2016-03-28 16:00:00.000000 UTC,228
1503960366,2016-03-28 17:00:00.000000 UTC,135
1503960366,2016-03-28 18:00:00.000000 UTC,252
1503960366,2016-03-28 19:00:00.000000 UTC,3298
1503960366,2016-03-28 20:00:00.000000 UTC,872
1503960366,2016-03-28 21:00:00.000000 UTC,81
1503960366,2016-03-28 22:00:00.000000 UTC,196
1503960366,2016-03-28 23:00:00.000000 UTC,641
1503960366,2016-03-29 00:00:00.000000 UTC,0
1503960366,2016-03-29 01:00:00.000000 UTC,242
1503960366,2016-03-29 02:00:00.000000 UTC,15
1503960366,2016-03-29 03:00:00.000000 UTC,0
1503960366,2016-03-29 04:00:00.000000 UTC,0
1503960366,2016-03-29 05:00:00.000000 UTC,6
1503960366,2016-03-29 06:00:00.000000 UTC,21
1503960366,2016-03-29 07:00:00.000000 UTC,53
1503960366,2016-03-29 08:00:00.000000 UTC,185
1503960366,2016-03-29 09:00:00.000000 UTC,1580
1503960366,2016-03-29 10:00:00.000000 UTC,446
1503960366,2016-03-29 11:00:00.000000 UTC,869
1503960366,2016-03-29 12:00:00.000000 UTC,147
1503960366,2016-03-29 13:00:00.000000 UTC,1158
1503960366,2016-03-29 14:00:00.000000 UTC,243
1503960366,2016-03-29 15:00:00.000000 UTC,413
1503960366,2016-03-29 16:00:00.000000 UTC,348
1503960366,2016-03-29 17:00:00.000000 UTC,288
1503960366,2016-03-29 18:00:00.000000 UTC,535
1503960366,2016-03-29 19:00:00.000000 UTC,198
1503960366,2016-03-29 20:00:00.000000 UTC,3559
1503960366,2016-03-29 21:00:00.000000 UTC,1034
1503960366,2016-03-29 22:00:00.000000 UTC,0
1503960366,2016-03-29 23:00:00.000000 UTC,701
1503960366,2016-03-30 00:00:00.000000 UTC,0
1503960366,2016-03-30 01:00:00.000000 UTC,0
1503960366,2016-03-30 02:00:00.000000 UTC,0
1503960366,2016-03-30 03:00:00.000000 UTC,0
1503960366,2016-03-30 04:00:00.000000 UTC,0
1503960366,2016-03-30 05:00:00.000000 UTC,0
1503960366,2016-03-30 06:00:00.000000 UTC,0
1503960366,2016-03-30 07:00:00.000000 UTC,0
1503960366,2016-03-30 08:00:00.000000 UTC,15
1503960366,2016-03-30 09:00:00.000000 UTC,1379
1503960366,2016-03-30 10:00:00.000000 UTC,233
1503960366,2016-03-30 11:00:00.000000 UTC,475
1503960366,2016-03-30 12:00:00.000000 UTC,1979
1503960366,2016-03-30 13:00:00.000000 UTC,26
1503960366,2016-03-30 14:00:00.000000 UTC,443
1503960366,2016-03-30 15:00:00.000000 UTC,209
1503960366,2016-03-30 16:00:00.000000 UTC,67
1503960366,2016-03-30 17:00:00.000000 UTC,35
1503960366,2016-03-30 18:00:00.000000 UTC,2696
1503960366,2016-03-30 19:00:00.000000 UTC,1299
1503960366,2016-03-30 20:00:00.000000 UTC,996
1503960366,2016-03-30 21:00:00.000000 UTC,570
1503960366,2016-03-30 22:00:00.000000 UTC,38
1503960366,2016-03-30 23:00:00.000000 UTC,510
1503960366,2016-03-31 00:00:00.000000 UTC,154
1503960366,2016-03-31 01:00:00.000000 UTC,0
1503960366,2016-03-31 02:00:00.000000 UTC,129
1503960366,2016-03-31 03:00:00.000000 UTC,0
1503960366,2016-03-31 04:00:00.000000 UTC,0
1503960366,2016-03-31 05:00:00.000000 UTC,0
1503960366,2016-03-31 06:00:00.000000 UTC,0
1503960366,2016-03-31 07:00:00.000000 UTC,34
1503960366,2016-03-31 08:00:00.000000 UTC,164
1503960366,2016-03-31 09:00:00.000000 UTC,1539
1503960366,2016-03-31 10:00:00.000000 UTC,314
1503960366,2016-03-31 11:00:00.000000 UTC,119
1503960366,2016-03-31 12:00:00.000000 UTC,358
1503960366,2016-03-31 13:00:00.000000 UTC,460
1503960366,2016-03-31 14:00:00.000000 UTC,796
1503960366,2016-03-31 15:00:00.000000 UTC,988
1503960366,2016-03-31 16:00:00.000000 UTC,135
1503960366,2016-03-31 17:00:00.000000 UTC,145
1503960366,2016-03-31 18:00:00.000000 UTC,198
1503960366,2016-03-31 19:00:00.000000 UTC,231
1503960366,2016-03-31 20:00:00.000000 UTC,1497
1503960366,2016-03-31 21:00:00.000000 UTC,1011
1503960366,2016-03-31 22:00:00.000000 UTC,307
1503960366,2016-03-31 23:00:00.000000 UTC,3617
1503960366,2016-04-01 00:00:00.000000 UTC,82
1503960366,2016-04-01 01:00:00.000000 UTC,7
1503960366,2016-04-01 02:00:00.000000 UTC,41
1503960366,2016-04-01 03:00:00.000000 UTC,106
1503960366,2016-04-01 04:00:00.000000 UTC,0
1503960366,2016-04-01 05:00:00.000000 UTC,0
1503960366,2016-04-01 06:00:00.000000 UTC,0
1503960366,2016-04-01 07:00:00.000000 UTC,43
1503960366,2016-04-01 08:00:00.000000 UTC,251
1503960366,2016-04-01 09:00:00.000000 UTC,194
1503960366,2016-04-01 10:00:00.000000 UTC,104
1503960366,2016-04-01 11:00:00.000000 UTC,30
1503960366,2016-04-01 12:00:00.000000 UTC,33
1503960366,2016-04-01 13:00:00.000000 UTC,33
1503960366,2016-04-01 14:00:00.000000 UTC,176
1503960366,2016-04-01 15:00:00.000000 UTC,152
1503960366,2016-04-01 16:00:00.000000 UTC,343
1503960366,2016-04-01 17:00:00.000000 UTC,20
1503960366,2016-04-01 18:00:00.000000 UTC,109
1503960366,2016-04-01 19:00:00.000000 UTC,17
1503960366,2016-04-01 20:00:00.000000 UTC,2534
1503960366,2016-04-01 21:00:00.000000 UTC,2861
1503960366,2016-04-01 22:00:00.000000 UTC,3804
1503960366,2016-04-01 23:00:00.000000 UTC,1268
1503960366,2016-04-02 00:00:00.000000 UTC,388
1503960366,2016-04-02 01:00:00.000000 UTC,0
1503960366,2016-04-02 02:00:00.000000 UTC,0
1503960366,2016-04-02 03:00:00.000000 UTC,168
1503960366,2016-04-02 04:00:00.000000 UTC,0
1503960366,2016-04-02 05:00:00.000000 UTC,8
1503960366,2016-04-02 06:00:00.000000 UTC,0
1503960366,2016-04-02 07:00:00.000000 UTC,66
1503960366,2016-04-02 08:00:00.000000 UTC,26
