Id,ActivityHour,Calories
1503960366,2016-03-26 06:00:00.000000 UTC,48
1503960366,2016-03-26 07:00:00.000000 UTC,48
1503960366,2016-03-26 08:00:00.000000 UTC,48
1503960366,2016-03-27 03:00:00.000000 UTC,48
1503960366,2016-03-27 05:00:00.000000 UTC,48
1503960366,2016-03-27 08:00:00.000000 UTC,48
1503960366,2016-03-29 03:00:00.000000 UTC,48
1503960366,2016-03-31 03:00:00.000000 UTC,48
1503960366,2016-03-31 04:00:00.000000 UTC,48
1503960366,2016-03-31 05:00:00.000000 UTC,48
1503960366,2016-04-02 02:00:00.000000 UTC,48
1503960366,2016-04-02 04:00:00.000000 UTC,48
1503960366,2016-04-02 06:00:00.000000 UTC,48
1503960366,2016-04-03 06:00:00.000000 UTC,48
1503960366,2016-04-03 07:00:00.000000 UTC,48
1503960366,2016-04-03 08:00:00.000000 UTC,48
1503960366,2016-04-04 06:00:00.000000 UTC,48
1503960366,2016-04-05 05:00:00.000000 UTC,48
1503960366,2016-04-05 06:00:00.000000 UTC,48
1503960366,2016-04-07 01:00:00.000000 UTC,48
1503960366,2016-04-09 03:00:00.000000 UTC,48
1503960366,2016-04-10 02:00:00.000000 UTC,48
1503960366,2016-04-10 06:00:00.000000 UTC,48
1503960366,2016-04-10 08:00:00.000000 UTC,48
1503960366,2016-04-10 09:00:00.000000 UTC,48
1503960366,2016-04-10 10:00:00.000000 UTC,48
1503960366,2016-04-11 00:00:00.000000 UTC,48
1503960366,2016-04-11 06:00:00.000000 UTC,48
1503960366,2016-03-12 09:00:00.000000 UTC,49
1503960366,2016-03-13 07:00:00.000000 UTC,49
1503960366,2016-03-13 08:00:00.000000 UTC,49
1503960366,2016-03-14 02:00:00.000000 UTC,49
1503960366,2016-03-14 05:00:00.000000 UTC,49
1503960366,2016-03-15 04:00:00.000000 UTC,49
1503960366,2016-03-15 06:00:00.000000 UTC,49
1503960366,2016-03-15 07:00:00.000000 UTC,49
1503960366,2016-03-16 05:00:00.000000 UTC,49
1503960366,2016-03-17 02:00:00.000000 UTC,49
1503960366,2016-03-17 06:00:00.000000 UTC,49
1503960366,2016-03-18 05:00:00.000000 UTC,49
1503960366,2016-03-18 07:00:00.000000 UTC,49
1503960366,2016-03-19 03:00:00.000000 UTC,49
1503960366,2016-03-19 06:00:00.000000 UTC,49
1503960366,2016-03-20 01:00:00.000000 UTC,49
1503960366,2016-03-24 03:00:00.000000 UTC,49
1503960366,2016-03-24 05:00:00.000000 UTC,49
1503960366,2016-03-25 02:00:00.000000 UTC,49
1503960366,2016-03-25 03:00:00.000000 UTC,49
1503960366,2016-03-27 06:00:00.000000 UTC,49
1503960366,2016-03-29 05:00:00.000000 UTC,49
1503960366,2016-03-29 06:00:00.000000 UTC,49
1503960366,2016-03-30 08:00:00.000000 UTC,49
1503960366,2016-04-02 05:00:00.000000 UTC,49
1503960366,2016-04-03 04:00:00.000000 UTC,49
1503960366,2016-04-03 05:00:00.000000 UTC,49
1503960366,2016-04-04 03:00:00.000000 UTC,49
1503960366,2016-04-08 02:00:00.000000 UTC,49
1503960366,2016-04-09 06:00:00.000000 UTC,49
1503960366,2016-04-09 07:00:00.000000 UTC,49
1503960366,2016-04-10 01:00:00.000000 UTC,49
1503960366,2016-04-10 07:00:00.000000 UTC,49
1503960366,2016-03-13 02:00:00.000000 UTC,50
1503960366,2016-03-16 02:00:00.000000 UTC,50
1503960366,2016-03-17 01:00:00.000000 UTC,50
1503960366,2016-03-17 07:00:00.000000 UTC,50
1503960366,2016-03-21 03:00:00.000000 UTC,50
1503960366,2016-03-22 08:00:00.000000 UTC,50
1503960366,2016-03-24 02:00:00.000000 UTC,50
1503960366,2016-03-27 07:00:00.000000 UTC,50
1503960366,2016-03-28 01:00:00.000000 UTC,50
1503960366,2016-03-29 02:00:00.000000 UTC,50
1503960366,2016-04-04 05:00:00.000000 UTC,50
1503960366,2016-04-05 07:00:00.000000 UTC,50
1503960366,2016-04-09 23:00:00.000000 UTC,50
1503960366,2016-04-11 07:00:00.000000 UTC,50
1503960366,2016-03-18 06:00:00.000000 UTC,51
1503960366,2016-03-26 03:00:00.000000 UTC,51
1503960366,2016-03-29 00:00:00.000000 UTC,51
1503960366,2016-04-03 01:00:00.000000 UTC,51
1503960366,2016-03-13 12:00:00.000000 UTC,52
1503960366,2016-03-19 07:00:00.000000 UTC,52
1503960366,2016-03-24 07:00:00.000000 UTC,52
1503960366,2016-03-25 07:00:00.000000 UTC,52
1503960366,2016-03-27 00:00:00.000000 UTC,52
1503960366,2016-03-29 07:00:00.000000 UTC,52
1503960366,2016-04-01 01:00:00.000000 UTC,52
1503960366,2016-04-01 13:00:00.000000 UTC,52
1503960366,2016-04-02 08:00:00.000000 UTC,52
1503960366,2016-04-03 03:00:00.000000 UTC,52
1503960366,2016-04-04 02:00:00.000000 UTC,52
1503960366,2016-04-04 07:00:00.000000 UTC,52
1503960366,2016-04-05 03:00:00.000000 UTC,52
1503960366,2016-04-06 02:00:00.000000 UTC,52
1503960366,2016-04-09 08:00:00.000000 UTC,52
1503960366,2016-04-10 18:00:00.000000 UTC,52
1503960366,2016-03-14 07:00:00.000000 UTC,53
1503960366,2016-03-23 00:00:00.000000 UTC,53
1503960366,2016-03-23 01:00:00.000000 UTC,53
1503960366,2016-03-25 00:00:00.000000 UTC,53
1503960366,2016-03-26 00:00:00.000000 UTC,53
1503960366,2016-03-31 07:00:00.000000 UTC,53
1503960366,2016-04-01 02:00:00.000000 UTC,53
1503960366,2016-04-01 07:00:00.000000 UTC,53
1503960366,2016-04-04 01:00:00.000000 UTC,53
1503960366,2016-04-06 01:00:00.000000 UTC,53
1503960366,2016-04-07 00:00:00.000000 UTC,53
1503960366,2016-04-07 21:00:00.000000 UTC,53
1503960366,2016-04-09 09:00:00.000000 UTC,53
1503960366,2016-04-09 16:00:00.000000 UTC,53
1503960366,2016-04-10 17:00:00.000000 UTC,53
1503960366,2016-03-12 18:00:00.000000 UTC,54
1503960366,2016-03-14 01:00:00.000000 UTC,54
1503960366,2016-03-14 13:00:00.000000 UTC,54
1503960366,2016-03-15 02:00:00.000000 UTC,54
1503960366,2016-03-18 22:00:00.000000 UTC,54
1503960366,2016-03-23 02:00:00.000000 UTC,54
1503960366,2016-03-25 15:00:00.000000 UTC,54
1503960366,2016-04-10 11:00:00.000000 UTC,54
1503960366,2016-04-10 22:00:00.000000 UTC,54
1503960366,2016-03-13 00:00:00.000000 UTC,55
1503960366,2016-03-15 01:00:00.000000 UTC,55
1503960366,2016-03-20 21:00:00.000000 UTC,55
1503960366,2016-03-28 08:00:00.000000 UTC,55
1503960366,2016-03-30 22:00:00.000000 UTC,55
1503960366,2016-04-01 12:00:00.000000 UTC,55
1503960366,2016-04-01 19:00:00.000000 UTC,55
1503960366,2016-04-02 12:00:00.000000 UTC,55
1503960366,2016-04-03 02:00:00.000000 UTC,55
1503960366,2016-04-03 14:00:00.000000 UTC,55
1503960366,2016-04-05 01:00:00.000000 UTC,55
1503960366,2016-03-13 09:00:00.000000 UTC,56
1503960366,2016-03-14 00:00:00.000000 UTC,56
1503960366,2016-03-15 00:00:00.000000 UTC,56
1503960366,2016-03-16 07:00:00.000000 UTC,56
1503960366,2016-03-21 07:00:00.000000 UTC,56
1503960366,2016-03-23 07:00:00.000000 UTC,56
1503960366,2016-03-27 01:00:00.000000 UTC,56
1503960366,2016-04-01 03:00:00.000000 UTC,56
1503960366,2016-04-01 17:00:00.000000 UTC,56
1503960366,2016-04-02 07:00:00.000000 UTC,56
1503960366,2016-04-08 01:00:00.000000 UTC,56
1503960366,2016-04-10 16:00:00.000000 UTC,56
1503960366,2016-03-13 14:00:00.000000 UTC,57
1503960366,2016-03-19 00:00:00.000000 UTC,57
1503960366,2016-03-20 22:00:00.000000 UTC,57
1503960366,2016-03-23 21:00:00.000000 UTC,57
1503960366,2016-04-01 00:00:00.000000 UTC,57
1503960366,2016-04-02 10:00:00.000000 UTC,57
1503960366,2016-04-09 19:00:00.000000 UTC,57
1503960366,2016-04-11 02:00:00.000000 UTC,57
1503960366,2016-03-12 20:00:00.000000 UTC,58
1503960366,2016-03-18 01:00:00.000000 UTC,58
1503960366,2016-03-19 18:00:00.000000 UTC,58
1503960366,2016-03-19 21:00:00.000000 UTC,58
1503960366,2016-03-21 00:00:00.000000 UTC,58
1503960366,2016-03-25 01:00:00.000000 UTC,58
1503960366,2016-03-26 09:00:00.000000 UTC,58
1503960366,2016-03-30 17:00:00.000000 UTC,58
1503960366,2016-04-01 11:00:00.000000 UTC,58
1503960366,2016-04-02 03:00:00.000000 UTC,58
1503960366,2016-04-02 09:00:00.000000 UTC,58
1503960366,2016-04-06 23:00:00.000000 UTC,58
1503960366,2016-04-07 11:00:00.000000 UTC,58
1503960366,2016-04-11 21:00:00.000000 UTC,58
1503960366,2016-03-14 10:00:00.000000 UTC,59
1503960366,2016-03-14 14:00:00.000000 UTC,59
1503960366,2016-03-16 19:00:00.000000 UTC,59
1503960366,2016-03-18 17:00:00.000000 UTC,59
1503960366,2016-03-24 19:00:00.000000 UTC,59
1503960366,2016-03-30 13:00:00.000000 UTC,59
1503960366,2016-03-31 02:00:00.000000 UTC,59
1503960366,2016-03-31 11:00:00.000000 UTC,59
1503960366,2016-04-02 18:00:00.000000 UTC,59
1503960366,2016-04-07 22:00:00.000000 UTC,59
1503960366,2016-04-09 14:00:00.000000 UTC,59
1503960366,2016-04-10 03:00:00.000000 UTC,59
1503960366,2016-04-10 21:00:00.000000 UTC,59
1503960366,2016-04-11 22:00:00.000000 UTC,59
1503960366,2016-04-01 10:00:00.000000 UTC,60
1503960366,2016-04-02 14:00:00.000000 UTC,60
1503960366,2016-04-03 09:00:00.000000 UTC,60
1503960366,2016-04-09 11:00:00.000000 UTC,60
1503960366,2016-03-13 17:00:00.000000 UTC,61
1503960366,2016-03-16 14:00:00.000000 UTC,61
1503960366,2016-03-19 15:00:00.000000 UTC,61
1503960366,2016-03-24 18:00:00.000000 UTC,61
1503960366,2016-03-25 12:00:00.000000 UTC,61
1503960366,2016-03-27 12:00:00.000000 UTC,61
1503960366,2016-03-27 16:00:00.000000 UTC,61
1503960366,2016-04-06 00:00:00.000000 UTC,61
1503960366,2016-04-06 14:00:00.000000 UTC,61
1503960366,2016-04-08 12:00:00.000000 UTC,61
1503960366,2016-04-09 01:00:00.000000 UTC,61
1503960366,2016-03-25 19:00:00.000000 UTC,62
1503960366,2016-03-25 23:00:00.000000 UTC,62
1503960366,2016-03-26 11:00:00.000000 UTC,62
1503960366,2016-03-28 21:00:00.000000 UTC,62
1503960366,2016-03-29 12:00:00.000000 UTC,62
1503960366,2016-03-30 16:00:00.000000 UTC,62
1503960366,2016-04-03 16:00:00.000000 UTC,62
1503960366,2016-04-09 00:00:00.000000 UTC,62
1503960366,2016-03-19 16:00:00.000000 UTC,63
1503960366,2016-03-24 11:00:00.000000 UTC,63
1503960366,2016-03-25 13:00:00.000000 UTC,63
1503960366,2016-03-26 01:00:00.000000 UTC,63
1503960366,2016-03-27 23:00:00.000000 UTC,63
1503960366,2016-03-28 00:00:00.000000 UTC,63
1503960366,2016-03-31 08:00:00.000000 UTC,63
1503960366,2016-04-04 00:00:00.000000 UTC,63
1503960366,2016-04-09 20:00:00.000000 UTC,63
1503960366,2016-04-10 19:00:00.000000 UTC,63
1503960366,2016-03-18 12:00:00.000000 UTC,64
1503960366,2016-03-20 00:00:00.000000 UTC,64
1503960366,2016-03-24 22:00:00.000000 UTC,64
1503960366,2016-04-06 16:00:00.000000 UTC,64
1503960366,2016-03-23 22:00:00.000000 UTC,65
1503960366,2016-03-29 08:00:00.000000 UTC,65
1503960366,2016-03-29 14:00:00.000000 UTC,65
1503960366,2016-03-31 00:00:00.000000 UTC,65
1503960366,2016-03-31 16:00:00.000000 UTC,65
1503960366,2016-04-01 18:00:00.000000 UTC,65
1503960366,2016-04-05 22:00:00.000000 UTC,65
1503960366,2016-04-06 15:00:00.000000 UTC,65
1503960366,2016-04-08 15:00:00.000000 UTC,65
1503960366,2016-04-08 16:00:00.000000 UTC,65
1503960366,2016-03-13 13:00:00.000000 UTC,66
1503960366,2016-03-13 21:00:00.000000 UTC,66
1503960366,2016-03-14 12:00:00.000000 UTC,66
1503960366,2016-03-17 17:00:00.000000 UTC,66
1503960366,2016-03-24 10:00:00.000000 UTC,66
1503960366,2016-03-27 15:00:00.000000 UTC,66
1503960366,2016-03-31 19:00:00.000000 UTC,66
1503960366,2016-04-01 15:00:00.000000 UTC,66
1503960366,2016-04-04 22:00:00.000000 UTC,66
1503960366,2016-04-05 08:00:00.000000 UTC,66
1503960366,2016-04-07 20:00:00.000000 UTC,66
1503960366,2016-04-11 08:00:00.000000 UTC,66
1503960366,2016-04-11 11:00:00.000000 UTC,66
1503960366,2016-03-14 21:00:00.000000 UTC,67
1503960366,2016-03-17 08:00:00.000000 UTC,67
1503960366,2016-03-18 08:00:00.000000 UTC,67
1503960366,2016-03-21 13:00:00.000000 UTC,67
1503960366,2016-03-21 20:00:00.000000 UTC,67
1503960366,2016-03-27 11:00:00.000000 UTC,67
1503960366,2016-04-04 16:00:00.000000 UTC,67
1503960366,2016-04-06 17:00:00.000000 UTC,67
1503960366,2016-04-07 13:00:00.000000 UTC,67
1503960366,2016-04-08 11:00:00.000000 UTC,67
1503960366,2016-03-14 08:00:00.000000 UTC,68
1503960366,2016-03-14 16:00:00.000000 UTC,68
1503960366,2016-03-18 13:00:00.000000 UTC,68
1503960366,2016-03-28 10:00:00.000000 UTC,68
1503960366,2016-03-28 16:00:00.000000 UTC,68
1503960366,2016-03-29 01:00:00.000000 UTC,68
1503960366,2016-03-31 17:00:00.000000 UTC,68
1503960366,2016-04-01 14:00:00.000000 UTC,68
1503960366,2016-04-06 11:00:00.000000 UTC,68
1503960366,2016-04-08 22:00:00.000000 UTC,68
1503960366,2016-03-17 10:00:00.000000 UTC,69
1503960366,2016-03-19 17:00:00.000000 UTC,69
1503960366,2016-03-25 22:00:00.000000 UTC,69
1503960366,2016-03-26 12:00:00.000000 UTC,69
1503960366,2016-03-28 12:00:00.000000 UTC,69
1503960366,2016-03-28 22:00:00.000000 UTC,69
1503960366,2016-03-31 18:00:00.000000 UTC,69
1503960366,2016-04-02 00:00:00.000000 UTC,69
1503960366,2016-04-06 12:00:00.000000 UTC,69
1503960366,2016-04-08 13:00:00.000000 UTC,69
1503960366,2016-03-17 00:00:00.000000 UTC,70
1503960366,2016-03-17 12:00:00.000000 UTC,70
1503960366,2016-03-21 21:00:00.000000 UTC,70
1503960366,2016-03-23 18:00:00.000000 UTC,70
1503960366,2016-03-25 18:00:00.000000 UTC,70
1503960366,2016-03-28 11:00:00.000000 UTC,70
1503960366,2016-04-01 09:00:00.000000 UTC,70
1503960366,2016-04-02 17:00:00.000000 UTC,70
1503960366,2016-04-03 00:00:00.000000 UTC,70
1503960366,2016-04-04 15:00:00.000000 UTC,70
1503960366,2016-04-08 23:00:00.000000 UTC,70
1503960366,2016-04-09 02:00:00.000000 UTC,70
1503960366,2016-03-14 15:00:00.000000 UTC,71
1503960366,2016-03-19 14:00:00.000000 UTC,71
1503960366,2016-03-22 16:00:00.000000 UTC,71
1503960366,2016-03-22 23:00:00.000000 UTC,71
1503960366,2016-03-23 15:00:00.000000 UTC,71
1503960366,2016-03-24 23:00:00.000000 UTC,71
1503960366,2016-03-26 20:00:00.000000 UTC,71
1503960366,2016-03-28 17:00:00.000000 UTC,71
1503960366,2016-03-30 15:00:00.000000 UTC,71
1503960366,2016-04-01 08:00:00.000000 UTC,71
1503960366,2016-04-04 13:00:00.000000 UTC,71
1503960366,2016-04-05 02:00:00.000000 UTC,71
1503960366,2016-04-05 12:00:00.000000 UTC,71
1503960366,2016-04-06 22:00:00.000000 UTC,71
1503960366,2016-03-13 22:00:00.000000 UTC,72
1503960366,2016-03-14 11:00:00.000000 UTC,72
1503960366,2016-03-16 20:00:00.000000 UTC,72
1503960366,2016-03-18 11:00:00.000000 UTC,72
1503960366,2016-03-18 21:00:00.000000 UTC,72
1503960366,2016-03-28 15:00:00.000000 UTC,72
1503960366,2016-03-16 10:00:00.000000 UTC,73
1503960366,2016-03-18 10:00:00.000000 UTC,73
1503960366,2016-04-03 18:00:00.000000 UTC,73
1503960366,2016-04-04 11:00:00.000000 UTC,73
1503960366,2016-04-05 00:00:00.000000 UTC,73
1503960366,2016-04-05 10:00:00.000000 UTC,73
1503960366,2016-04-07 17:00:00.000000 UTC,73
1503960366,2016-04-08 00:00:00.000000 UTC,73
1503960366,2016-04-10 15:00:00.000000 UTC,73
1503960366,2016-03-18 23:00:00.000000 UTC,74
1503960366,2016-03-19 13:00:00.000000 UTC,74
1503960366,2016-03-22 21:00:00.000000 UTC,74
1503960366,2016-03-29 17:00:00.000000 UTC,74
1503960366,2016-03-30 10:00:00.000000 UTC,74
1503960366,2016-03-30 23:00:00.000000 UTC,74
1503960366,2016-03-31 12:00:00.000000 UTC,74
1503960366,2016-04-05 11:00:00.000000 UTC,74
1503960366,2016-04-07 18:00:00.000000 UTC,74
1503960366,2016-04-11 20:00:00.000000 UTC,74
1503960366,2016-03-15 19:00:00.000000 UTC,75
1503960366,2016-03-17 20:00:00.000000 UTC,75
1503960366,2016-03-26 19:00:00.000000 UTC,75
1503960366,2016-04-03 22:00:00.000000 UTC,75
1503960366,2016-04-10 00:00:00.000000 UTC,75
1503960366,2016-04-11 10:00:00.000000 UTC,75
1503960366,2016-03-14 17:00:00.000000 UTC,76
1503960366,2016-03-15 23:00:00.000000 UTC,76
1503960366,2016-03-17 18:00:00.000000 UTC,76
1503960366,2016-03-18 00:00:00.000000 UTC,76
1503960366,2016-03-18 16:00:00.000000 UTC,76
1503960366,2016-03-20 20:00:00.000000 UTC,76
1503960366,2016-03-22 11:00:00.000000 UTC,76
1503960366,2016-03-25 10:00:00.000000 UTC,76
1503960366,2016-03-26 21:00:00.000000 UTC,76
1503960366,2016-03-27 17:00:00.000000 UTC,76
1503960366,2016-03-27 22:00:00.000000 UTC,76
1503960366,2016-03-31 10:00:00.000000 UTC,76
1503960366,2016-04-01 16:00:00.000000 UTC,76
1503960366,2016-04-02 11:00:00.000000 UTC,76
1503960366,2016-03-15 13:00:00.000000 UTC,77
1503960366,2016-03-15 15:00:00.000000 UTC,77
1503960366,2016-03-25 14:00:00.000000 UTC,77
1503960366,2016-03-25 17:00:00.000000 UTC,77
1503960366,2016-03-30 14:00:00.000000 UTC,77
1503960366,2016-04-02 15:00:00.000000 UTC,77
1503960366,2016-04-03 17:00:00.000000 UTC,77
1503960366,2016-04-11 17:00:00.000000 UTC,77
1503960366,2016-04-11 23:00:00.000000 UTC,77
1503960366,2016-03-16 22:00:00.000000 UTC,78
1503960366,2016-03-22 12:00:00.000000 UTC,78
1503960366,2016-03-23 17:00:00.000000 UTC,78
1503960366,2016-03-28 18:00:00.000000 UTC,78
1503960366,2016-03-30 11:00:00.000000 UTC,78
1503960366,2016-04-09 21:00:00.000000 UTC,78
1503960366,2016-03-16 13:00:00.000000 UTC,79
1503960366,2016-03-21 10:00:00.000000 UTC,79
1503960366,2016-03-21 14:00:00.000000 UTC,79
1503960366,2016-03-21 19:00:00.000000 UTC,79
1503960366,2016-03-21 23:00:00.000000 UTC,79
1503960366,2016-03-29 15:00:00.000000 UTC,79
1503960366,2016-03-29 23:00:00.000000 UTC,79
1503960366,2016-03-31 13:00:00.000000 UTC,79
1503960366,2016-04-03 20:00:00.000000 UTC,79
1503960366,2016-04-04 10:00:00.000000 UTC,79
1503960366,2016-04-07 15:00:00.000000 UTC,79
1503960366,2016-03-20 13:00:00.000000 UTC,80
1503960366,2016-03-22 15:00:00.000000 UTC,80
1503960366,2016-03-29 16:00:00.000000 UTC,80
1503960366,2016-04-11 16:00:00.000000 UTC,80
1503960366,2016-03-12 13:00:00.000000 UTC,81
1503960366,2016-03-21 22:00:00.000000 UTC,81
1503960366,2016-03-23 12:00:00.000000 UTC,81
1503960366,2016-03-23 16:00:00.000000 UTC,81
1503960366,2016-03-23 23:00:00.000000 UTC,81
1503960366,2016-03-27 09:00:00.000000 UTC,81
1503960366,2016-03-31 22:00:00.000000 UTC,81
1503960366,2016-04-03 19:00:00.000000 UTC,81
1503960366,2016-04-06 10:00:00.000000 UTC,81
1503960366,2016-04-08 18:00:00.000000 UTC,81
1503960366,2016-04-11 15:00:00.000000 UTC,81
1503960366,2016-03-15 18:00:00.000000 UTC,82
1503960366,2016-03-16 23:00:00.000000 UTC,82
1503960366,2016-03-18 18:00:00.000000 UTC,82
1503960366,2016-03-20 12:00:00.000000 UTC,82
1503960366,2016-03-21 11:00:00.000000 UTC,82
1503960366,2016-03-24 00:00:00.000000 UTC,82
1503960366,2016-03-25 16:00:00.000000 UTC,82
1503960366,2016-03-26 10:00:00.000000 UTC,82
1503960366,2016-03-26 13:00:00.000000 UTC,82
1503960366,2016-03-29 19:00:00.000000 UTC,82
1503960366,2016-04-05 21:00:00.000000 UTC,82
1503960366,2016-03-21 15:00:00.000000 UTC,83
1503960366,2016-03-21 16:00:00.000000 UTC,83
1503960366,2016-03-22 20:00:00.000000 UTC,83
1503960366,2016-03-23 11:00:00.000000 UTC,83
1503960366,2016-04-04 08:00:00.000000 UTC,83
1503960366,2016-04-04 14:00:00.000000 UTC,83
